oz1	oz2	oz3	oz4	oz5	oz6	oz7	oz8	oz9	oz10	oz11	oz12	oz13	oz14	oz15	oz16	oz17	oz18	oz19	oz20	oz21	oz22	oz23	oz24	oz25	target
0.3791728615760803	0.5666083097457886	0.2718444764614105	-1.465527057647705	-0.4641414284706116	-1.052154541015625	-1.6990673542022705	-1.0511986017227173	-1.349969744682312	-1.224520206451416	0.7106510996818542	-1.493168592453003	0.7126448154449463	-0.19667735695838928	0.9067683219909668	-0.39947643876075745	0.804940938949585	1.6073662042617798	-0.05671907961368561	0.05185084417462349	-0.9852170944213867	-0.9378582239151001	0.4153231382369995	1.3791683912277222	-1.726845622062683	0.3683048188686371
-1.2567824125289917	1.1255078315734863	1.1667495965957642	0.32008931040763855	1.2367794513702393	0.6896243095397949	-1.728425145149231	1.1860780715942383	-0.17382870614528656	-0.5350335240364075	0.02651870995759964	-0.6006959676742554	-1.7428531646728516	1.1687695980072021	1.629003643989563	-1.2578314542770386	1.1589266061782837	-0.7889430522918701	-0.7906073927879333	-0.671120285987854	1.129193902015686	0.5304839611053467	0.6152263879776001	-1.3716504573822021	-1.7509140968322754	0.4597879648208618
-0.27010658383369446	-1.3629803657531738	-0.012136872857809067	-1.3592623472213745	-0.4787295162677765	-1.1524370908737183	0.13108369708061218	1.223211646080017	0.12405504286289215	0.42407289147377014	-0.8469040393829346	0.7183873057365417	1.1797486543655396	-0.8932700753211975	-1.0421526432037354	-1.5379929542541504	1.554421305656433	-0.8142023086547852	1.051177740097046	1.442093014717102	0.8777675032615662	-1.5280520915985107	0.7130244970321655	-0.9908279776573181	1.2103766202926636	-2.035332441329956
0.19074325263500214	-0.40096431970596313	-0.271066278219223	-0.1440800577402115	1.3734774589538574	-0.7685843706130981	-0.7746498584747314	0.04695705696940422	-0.6831395030021667	-1.005690336227417	1.5751711130142212	1.4906766414642334	-0.08768154680728912	-0.0014242760371416807	0.715369462966919	0.9421103000640869	-0.005859535187482834	0.7077959179878235	0.589512050151825	1.3747477531433105	-0.9244024157524109	-0.6165632605552673	1.5262513160705566	1.3876928091049194	1.1006903648376465	0.08352751284837723
-0.7575026750564575	1.082148551940918	0.4875861406326294	0.5633554458618164	-1.6591503620147705	-0.8909125328063965	1.3424994945526123	1.5790284872055054	-1.319983720779419	1.456749439239502	-0.8602436184883118	0.10294146835803986	0.7432311773300171	0.10623791068792343	-0.5681179165840149	0.4548830986022949	-0.012069890275597572	-0.9826056361198425	-0.10027281194925308	-0.9344199299812317	0.9067940711975098	-0.9840052127838135	-1.474305272102356	-0.8135597109794617	-0.6856623291969299	-0.1544877141714096
1.7806590795516968	-1.2732830047607422	-0.9702310562133789	0.5664798617362976	-1.1822596788406372	0.031961191445589066	-0.944864809513092	-0.34772589802742004	-1.2259001731872559	-0.7405143976211548	1.4848538637161255	-1.5186463594436646	-1.6823323965072632	-1.008223056793213	0.6636989712715149	0.8275958299636841	0.7059010863304138	1.5664325952529907	1.171088457107544	0.8434919118881226	-1.2107641696929932	-1.4877674579620361	0.00616470817476511	0.80428147315979	0.628388524055481	-0.6029003858566284
-0.3908498287200928	-0.2555098533630371	0.3650466501712799	-1.7256602048873901	-1.4983872175216675	-1.00162935256958	0.4277492165565491	-0.29841262102127075	-0.13884449005126953	-1.194888710975647	1.0369664430618286	1.4583011865615845	-1.6157610416412354	0.7534921765327454	0.7991567254066467	1.1409049034118652	-1.7289801836013794	1.3943301439285278	-0.4252403676509857	1.3942792415618896	0.8779788017272949	-1.4025895595550537	0.9228595495223999	0.6289713382720947	-1.8372248411178589	-1.2707033157348633
-1.2315870523452759	1.403018593788147	0.3557835817337036	1.4235092401504517	-0.47204357385635376	-0.9098760485649109	-0.5951158404350281	-1.0977401733398438	-1.5724458694458008	-1.3205914497375488	1.6188620328903198	-0.7743655443191528	0.13324368000030518	0.4258289933204651	-0.009043288417160511	-0.1968650072813034	0.46264705061912537	0.9995202422142029	-1.3417472839355469	-0.669071614742279	-1.0819549560546875	0.7444115877151489	-0.09432129561901093	1.4855475425720215	-1.3247158527374268	-0.19351206719875336
0.27243393659591675	0.059769969433546066	-1.1400506496429443	0.35464364290237427	1.4395805597305298	-1.1390289068222046	-0.6432448625564575	-0.7176358103752136	-1.1235698461532593	-1.326285481452942	-0.9208182692527771	-1.243557333946228	0.7676592469215393	0.514401376247406	-1.3799468278884888	-0.6348716020584106	-0.046108096837997437	-0.8164204359054565	-0.927421510219574	0.9851846098899841	-0.8092561364173889	0.5915812849998474	1.5388808250427246	-0.731377124786377	0.596035897731781	1.314184546470642
-0.3159288465976715	0.17721936106681824	-0.9500490427017212	0.6490532159805298	0.5879231095314026	0.21898598968982697	1.189354658126831	0.6642969846725464	0.9807358384132385	-1.5314115285873413	-0.9185556769371033	1.5492620468139648	1.538509488105774	1.3411585092544556	-1.0161399841308594	-0.7315518856048584	0.4404013156890869	1.172436237335205	0.2917163670063019	-1.068306565284729	0.08178316056728363	-0.05024976283311844	0.8117309808731079	0.058507781475782394	0.7576709389686584	0.5860032439231873
