mean_fit_time	mean_score_time	mean_test_score	param_estimator__alpha	param_estimator__fit_intercept	param_estimator__learning_rate	param_estimator__loss	param_estimator__penalty	param_estimator__random_state	param_preprocessing_2__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
1.7404873371124268	0.04468687375386556	-0.2664054918272368	1e-06	True	optimal	huber	l1	3111696	1	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	1556	-0.49780943033654235	-0.05488275172476298	-0.24652429342040505	0.17814594432003128	0.0037127367567302834	0.1813697093307562
1.642829179763794	0.04860115051269531	-0.26672553944990574	1e-06	True	optimal	huber	l1	3111696	2	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	1563	-0.49780943033629454	-0.05488275172476298	-0.24748443628865968	0.03946999863531466	0.009276783134057966	0.18133518815461974
1.5681616465250652	0.040723164876302086	-0.26672213348498597	1e-06	True	optimal	huber	l1	3111696	3	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	1560	-0.49780943033629743	-0.05488275172476298	-0.2474742183938976	0.040981249915516056	0.001954056452947564	0.18133554961815346
1.7279570897420247	0.03908530871073405	-0.26672273424731213	1e-06	True	optimal	huber	l1	3111696	4	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	1562	-0.49780943033629454	-0.05488275172476298	-0.24747602068087882	0.048550141057215605	0.0021649241723105937	0.18133548585203796
1.834739049275716	0.05392813682556152	-0.26672215163567603	1e-06	True	optimal	huber	l1	3111696	5	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	1561	-0.49780943033629454	-0.05488275172476298	-0.24747427284597046	0.03053764667271541	0.006000923289041117	0.1813355476915436
2.0739983717600503	0.060980002085367836	-0.2667221006328183	1e-06	True	optimal	huber	l1	3111696	6	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	1559	-0.49780943033632763	-0.05488275172476298	-0.24747411983736423	0.05726799966254481	0.009550996219248507	0.18133555310527627
1.8616151014963787	0.05069462458292643	-0.26672209540822617	1e-06	True	optimal	huber	l1	3111696	7	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	1558	-0.4978094303363245	-0.05488275172476298	-0.24747410416359106	0.0235398909910206	0.0029717638265236595	0.18133555365984272
1.9491500854492188	0.057010809580485024	-0.26672209441142386	1e-06	True	optimal	huber	l1	3111696	8	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}	1557	-0.49780943033629743	-0.05488275172476298	-0.24747410117321111	0.08509836694743333	0.0032154348833740975	0.18133555376563656
2.0812846024831138	0.06814090410868327	-0.2551335268805132	1e-06	True	optimal	huber	l1	3111696	9	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}	1549	-0.4978094303363192	-0.02011704657780755	-0.24747410372741285	0.026570357964859275	0.01073704001333797	0.1950922917450456
2.313688039779663	0.07166783014933269	-0.25504508261586384	1e-06	True	optimal	huber	l1	3111696	10	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}	1548	-0.49753667573620786	-0.02012446848945748	-0.24747410362192612	0.19818991602113506	0.008764460801433744	0.194976227096619
