mean_fit_time	mean_score_time	mean_test_score	param_estimator__alpha	param_estimator__fit_intercept	param_estimator__learning_rate	param_estimator__loss	param_estimator__penalty	param_estimator__random_state	param_preprocessing_2__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
1.4570725758870442	0.058212598164876304	0.34044079957410545	1e-06	True	optimal	huber	l1	3111696	1	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	1290	0.3412254816029082	0.34259517175446996	0.33750174301088964	0.035062525758516476	0.006863611878664977	0.002152137450049391
1.5402781168619792	0.053339878718058266	0.37521459332201	1e-06	True	optimal	huber	l1	3111696	2	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	1106	0.3778578474949055	0.37572580878440853	0.37206011575694564	0.009513567742077084	0.0007781009727556913	0.0023943590890211333
1.67829434076945	0.052696545918782554	0.38596810136495424	1e-06	True	optimal	huber	l1	3111696	3	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	986	0.38784886879364633	0.3866442817654602	0.38341114789344843	0.030649553543694773	0.0015756496443280245	0.0018737233155444145
1.6819379329681396	0.052999258041381836	0.39163890886842556	1e-06	True	optimal	huber	l1	3111696	4	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	903	0.3935520579319237	0.3922571449180756	0.38910751801582444	0.05439911675978605	0.002160915109643258	0.0018663953967480225
1.6344645023345947	0.06933164596557617	0.3959022110312872	1e-06	True	optimal	huber	l1	3111696	5	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	789	0.3960508878562041	0.39738301489578987	0.39427272989583684	0.04404921421280756	0.005672555747451423	0.0012741126128149936
1.9373871485392253	0.07282789548238118	0.39952450562780595	1e-06	True	optimal	huber	l1	3111696	6	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	654	0.40011201438005006	0.4008485914903973	0.39761290925044246	0.25276667090080573	0.0063433269006881125	0.001384746173895653
1.9198744297027588	0.07193477948506673	0.4012338579558972	1e-06	True	optimal	huber	l1	3111696	7	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	624	0.4015154590760456	0.40231321499380646	0.39987289895303546	0.1952965265157373	0.003878788098290997	0.0010159588828623665
2.1929043928782144	0.0771032174428304	0.4032306255419258	1e-06	True	optimal	huber	l1	3111696	8	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}	573	0.4045909458643515	0.4040301083462986	0.40107081833416225	0.08832701417310092	0.002421650087388775	0.0015442808148997613
2.5635452270507812	0.10952043533325195	0.4039102362010097	1e-06	True	optimal	huber	l1	3111696	9	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}	548	0.40534613794674745	0.4047658491818993	0.40161871716667286	0.16891607236833217	0.007107597797973285	0.001637573919115525
2.521384080251058	0.1113271713256836	0.4035908478068344	1e-06	True	optimal	huber	l1	3111696	10	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}	555	0.4048167843554923	0.40456461323825876	0.4013911421489389	0.33216900794452586	0.010671497436431157	0.001558828805766959
