mean_fit_time	mean_score_time	mean_test_score	param_estimator__alpha	param_estimator__fit_intercept	param_estimator__learning_rate	param_estimator__loss	param_estimator__penalty	param_estimator__random_state	param_preprocessing_2__k	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
2.0887670516967773	0.12196652094523112	0.10592919383601658	1e-06	True	optimal	huber	l1	3111696	1	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	1285	0.11141329411538303	0.09872567834856705	0.10764859259178239	0.0547681097958368	0.014695748395620548	0.005320473933687542
2.1481970945994058	0.11255423227945964	0.19242483865928622	1e-06	True	optimal	huber	l1	3111696	2	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	1059	0.19365329198088088	0.19401082094721256	0.1896103993644016	0.01670462677580477	0.0005903896306191682	0.0019954530402334202
2.2617344856262207	0.11720458666483562	0.2299509848216219	1e-06	True	optimal	huber	l1	3111696	3	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	939	0.23216983496691845	0.2312588155662637	0.22642429727512647	0.009606380705077276	0.0001651911399190043	0.0025213249144820957
2.363755226135254	0.12537606557210287	0.2741555451360076	1e-06	True	optimal	huber	l1	3111696	4	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	794	0.27573298177541194	0.2752794698765276	0.27145417902376856	0.02942135520288951	0.0009043931541693379	0.0019191046924776109
2.4627339045206704	0.13283991813659668	0.2820552795514895	1e-06	True	optimal	huber	l1	3111696	5	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	703	0.28365761579896265	0.2832047005547397	0.2793035174937527	0.049640917566599975	0.006374357873490173	0.0019545537220107844
2.600706100463867	0.14083282152811685	0.2841458223976456	1e-06	True	optimal	huber	l1	3111696	6	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	660	0.2859599101633823	0.2851143022300112	0.2813632493572745	0.14659429087278103	0.010376030462806184	0.0019976301153831703
2.557826042175293	0.13738338152567545	0.2902019394574966	1e-06	True	optimal	huber	l1	3111696	7	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	481	0.291641214384707	0.29120377666441843	0.2877608230055353	0.02727081992886987	0.004253963435973811	0.0017353421197372953
2.593224287033081	0.13680386543273926	0.28673514269710476	1e-06	True	optimal	huber	l1	3111696	8	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 8}	590	0.2882867524700634	0.28783139235590016	0.28408727861051675	0.014713309962156617	0.0006887583049648753	0.0018815274845216097
2.7243000666300454	0.14809250831604004	0.2910503939417936	1e-06	True	optimal	huber	l1	3111696	9	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 9}	434	0.292506911205488	0.29204720450261235	0.28859706174772426	0.08297290254571642	0.008463965422008547	0.001744888718368749
2.9985968271891275	0.1648994286855062	0.29230536860285	1e-06	True	optimal	huber	l1	3111696	10	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l1', 'estimator__random_state': 3111696, 'preprocessing_2__k': 10}	408	0.2942053538097288	0.29330823363669534	0.28940251266216455	0.0249017768856426	0.002293616027781507	0.0020850461595543755
2.245065450668335	0.12081225713094075	0.10551931618308939	1e-06	True	optimal	huber	l2	3111696	1	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l2', 'estimator__random_state': 3111696, 'preprocessing_2__k': 1}	1292	0.11144241319262282	0.09711699806246366	0.10799851952487294	0.05193961262806421	0.0025049705492878054	0.006105420286248594
2.329956372578939	0.12413620948791504	0.19314320951009553	1e-06	True	optimal	huber	l2	3111696	2	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l2', 'estimator__random_state': 3111696, 'preprocessing_2__k': 2}	1047	0.19464196560679425	0.19433903190055257	0.19044862652666694	0.005435273865150724	0.0006238923905674021	0.0019093658880427581
2.470391273498535	0.13084149360656738	0.23045390666115725	1e-06	True	optimal	huber	l2	3111696	3	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l2', 'estimator__random_state': 3111696, 'preprocessing_2__k': 3}	925	0.2327858071305854	0.2316581307925638	0.2269177750646142	0.003585674357302412	0.0018688399526898653	0.002542448894746191
2.5866572062174478	0.13519716262817383	0.2747362244017759	1e-06	True	optimal	huber	l2	3111696	4	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l2', 'estimator__random_state': 3111696, 'preprocessing_2__k': 4}	778	0.2762371488881965	0.27598903350351633	0.271982486310837	0.08642457915726985	0.0011011493131682182	0.0019498182638195633
2.648646593093872	0.11211768786112468	0.28271173338973404	1e-06	True	optimal	huber	l2	3111696	5	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l2', 'estimator__random_state': 3111696, 'preprocessing_2__k': 5}	682	0.2845441220642172	0.2839313636928269	0.2796597089149865	0.02548747175960449	0.005128627167653661	0.0021725557636111184
2.6944029331207275	0.14943973223368326	0.2845830998133713	1e-06	True	optimal	huber	l2	3111696	6	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l2', 'estimator__random_state': 3111696, 'preprocessing_2__k': 6}	650	0.28637260728796443	0.2856435157231678	0.28173317106045404	0.07290147701424282	0.0036021711093461705	0.00203706569671321
2.8542322317759194	0.157623291015625	0.29061798822440776	1e-06	True	optimal	huber	l2	3111696	7	{'estimator__alpha': 1e-06, 'estimator__fit_intercept': True, 'estimator__learning_rate': 'optimal', 'estimator__loss': 'huber', 'estimator__penalty': 'l2', 'estimator__random_state': 3111696, 'preprocessing_2__k': 7}	449	0.292047347762484	0.2917468815406282	0.2880597310820281	0.035758804889211265	0.011596311520038632	0.001813113774890306
